Sentiment	SentimentText
0	Hey @paristhevixen I CANT HEAR YA ! DAMN I GOT A JOB 2 DO I SEE U LIVE NEXT TIME MAMA  LOL   (ParistheVixen live &gt; http://ustre.am/3hAa)
1	@jephalove Okay. Im on it. 
1	wearing her socks. one step closer 
1	Just got back to okc from one of the most awesome proofs of how our God can show up and work thru storms in our life...literally! hahaha 
0	morning - its beautiful and sunny her in Lancaster and I'm stuck inside revising for exams  so not fair
1	@ellimm I know. Those were two seperate statements 
1	@cookierita rise and shine 
1	@kompostela4u you are the best of the best 
1	@msbeeee lol, sure, the more the merrier! 
0	Off at the Hottest of Topics. Now on to job number two   
1	i have a  sore throat blocked nose sore head and feel weak  which is gay i have to be well for next weekend 
1	Got Twhirl  and its really convient
1	Can't wait to see Britney in June- hurry up 14th ! 
0	Ah. Ce bine, nu merge XnView pe Win 7.  
0	feeels like there is somthing wrong but doesnt know what is :/. i HATE it when i have such a good day then somthing ruins it 
1	@artiethe1man awww thank u Artie... 
1	Off to Nan's  Au revoir  xx
1	@dreamingspires I'll be following your progress.  It will be interesting to see which way it does go. You never know! Exciting times.
1	@Janit i will! take a look at my photots on facebook! it's kinda fun! free car day in JK really interesting! 
0	aaaaaaaaaaaaaaah, i don't wanna think about niley! it sucks! it screwed my day 
1	Going to the 21st. Screw LC study, I get to wear my new skirt! Going to get ready now... 
1	Drinks tonight richs 
1	all glammed up for my sisters deb  good luck em ily 
1	@Synwpn i wasnt sleeping! i was very fascinated with psych class 
0	I just wanted to hear it another way i guess. but it hurt. and. i didnt even tell him that. Oh 
0	@DebbieFletcher that sounds awesome! i wish i was there.. next week will be iow on german tv!! but the one from 2007  were mcfly there? xx
1	@LestatQuotes oh fear not, I truly read each one and many of them multiple times for u r more than the tree in the forest 
1	@JenJeaHaly @PixelatedGamer @Michipoo18 And our survey says..... Ding 
0	back at work - and it's raining again 
0	@mitchelmusso06  How'd you manage to do that?! You should get special priviledges at the gig for being 'disabled' :')
0	@_Chelsky_ verdorie, i'm dead 
1	@Andrewgoldstein Hahahh. Why reduced Fat?. lmfao.  come back to AZ ASAP. okay??. cos im in love with FNB now..Thanks//lol
0	am confused  !
1	I'm moving on Monday! Yay! 
1	just came back home from class test! it went..well, pretty good i must say! 
0	Jamming postponed again! Boohoohoozx damn you flu bug! 
0	@AngelaRudd we're waiting for an appointment at the allergy clinic but early indications are dairy and all fruit except bananas 
1	@LindsaeKlein Woops! I mean Lindsae, of course... sorry, old habits die hard 
1	Walking outside for the first time in days- prettier than I remember it 
0	Cafe rio with the momma cieta. Last meal with mommy for 2 months 
0	am sorry  i honestly am
1	@Valee33ra some how i didn't think so,lol 
1	So last night was super fun, just what I needed you just need to get loose sometimes, can't wait for tonight 
0	@featherqueen oooh I was talking to the boy about getting an allotment the other day. Heard the waiting lists are ridiculous 
1	@PrivacyCampDC Let's get you a twazzup twittcast  Can you DM your email address so we can send you the info?
0	Toy Story 3! http://www.vimeo.com/4908856 Though not until June next year 
1	watching twilight  i'm still not a fan of bella, only in the begining of twilight and the end of breaking dawn,Edward on the other hand...
0	wooo how fun sitting outside waitin around until my presentation 
0	i'm really lovin this Djay Software. simply beautiful technology. bye bye turntables  http://www.djay-software.com/
0	Also missing @mrfresh0587. I feel incomplete sleeping w/o him 
1	MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out 
1	@Heromancer niight 
0	@Epitymbidia waren alles immer nur komplimente 
0	@Nive_94 sad I know  @priyankaheyyppl did the put the live chat in iTunes guys?
1	going to see the movie Up 
1	Seeing the hangover with @samanthajose  such a fun night. This movie is hilar
0	da vinci code kinda sucked -- u guys should watch THE OMEN -- muahahaahahah.
1	still thinks it's awesome that DAN AYKROID called me yesterday, even if it was just an automated thing... 
0	@SaraVegas   Sad   Didn't get my Twithug :*
1	@balmeras Your welcome.  I'll try!  
0	@PaulinaxL i know, i hate it. 
0	@stephiebayne sorry worked sucked for u 
0	@WhedonFanNews Aw! But they're so pretty together!  They'd prolly make not only pretty but GOOD parents too!
0	Spider won sleeping on the couch 
0	update on vaseline-in-hair situation: tried cornstarch, clarifying shampoo, dandruff shampoo, baking soda w/ baby shampoo. still greasy 
1	@ZoeScarlett We miss you here in Lund.  It's a great day, bbq, skate ramp, cars and clothing.
1	DH is making salmon fritters for Saturday breaky - love a man who can cook 
1	@Jonasbrothers omgosh boys. The Fly With Me music vid almost made me cry. This tour is gonna be the best thing in the world  love you  ...
0	haha! i love when i scare guys away from my desk.... (via @Lydiaatthedisco)   I was just trying to say hi!! 
0	In college  can't wait till summer arghhh
0	I wanna do something tonighttttt... 
1	@trvsbrkr I know you probably get this a lot,but, you are the reason why I started playing drums 
1	oh Melody Gardot sings soo fine... love listening to her... 
0	@Kellyke28 You poor thing  Hang in there. -xxx- luf joe
1	@sahilk ooh,nice 
1	spending her wednesday off on a field trip with her brother. 
1	good morning to the world, its sunny here, hope its sunny wherever you are ??!!   
0	Oh woe. My head is hurting like you wouldn't believe. I think my brain is trying to escape through my temple 
0	OMG we missed middlesbrough music live it was this weekend  I thought it was in JULY!! SORRY EVERYONE
1	I really can't wait till nokia n97 is out. If I don't like it, I will get new iPhone (if they sell it for same price as old one). 
0	@JofArnold The writer had actually contacted me for the article, but Gmail put it in my spam box. 
1	@LolAriel Thats too funny  Tori and I discussed making a CD of the ice cream truck song&amp;driving around w/my sunroof open&amp;all windows down
1	probably 5th time today when i see JB's paranoid music video on tv 
1	@MarioSoulTruth Heyyyyyy Mars Bars! How u been? I love u and I was tryna get u to respond! Been going hard 4 u since 2002 
1	@JL_Anderson @Nightwolfwriter I can haz latte sitting right here beside me.  *drink, my dears...just one drink....*
0	I am covered in dirt. 
0	Neighbor's outdoor party is blasting the most ridic music.  How/when will I ever get any serious work done tonight?! 
0	OMGGG NOOOOO!!! i spent all weekend tryna do this fuckin pwerpoint for physics an i forgot to save it  an i have to do it all overrr NOOOO
1	@chk10 you are so beautiful kanina sa wowowee... 
1	@chicagostyle Yes, the boots on Chanel are nice! Check out the 2010 Balenciaga Collection http://bit.ly/2lSdW3  A little borrowed frm men 
1	@jefferycjordan I had a blast.  I'm going to another game on Wednesday, so I'm REALLY excited.  
0	@abraham_17 you not alone i need money too 
0	Off to cut the grass...wow hayfever and cutting grass...not like im rubbing my nose in it. 
1	Song Of The Moment ~ Pink - Bad Influence. 
0	@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me
1	@2fly2Bking I failed.. *sigh* I need an A for effort. I tried so hard! that's my word son.. lol 
0	i'm still embarassed that i surpassed my twitter limit  i didn't get to finish updating about the awards!
1	Not as sunny today, but who cares when you've just had 2 exams go ridiculously well 
0	I hate Gallaraga right now...I mean since his last win in April! 
0	Ugg... finally got a #HansensSD shot uploaded to the www.HansensLovesSanDiego.com photo contest but it's not showing  
0	I'm so exhausted this heat really does it to you. My car was an Oven 
0	Husband got called into work. They can't take the fuel off the plane without him  So much for our cute family Saturday morning.
1	Dude. PERIOD. @jesszlatos only you my love  psh, to that boy
0	@thatkidnamedjay It is when you wanna watch porn! Im stuck with stupid pictures  Would MUCH rather have video.
1	@Liverpool_FC ahahaahaha; that made me laugh tbh 
1	BACKKKK finally. gosh that shopping trip was soo uncool. i have a secret  shhh!
0	@_manub_ doyle got a chip and a chair, pas de 12eme bracelet 
0	Psshh... Bff... More like... Whatever I'm not gunna to there!  I don't care what goes down, my summer will be perfect! With or without u!
1	@WendyBlackburn Appreciate the shout out! I need to get on the Follow Fridays boat! I should set a reminder. 
0	Just sitting here missing Paul 
0	just had a closeup view of what looks like it used to be a motorcycle lying under an ambulance. 
1	@tukibird Book are great. I never mind the investment, if someone would like to call it so. I love 'em 
1	Is anxious for this week. It feels like the end if an era. Gah. 
0	@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
1	@leightonmarissa wow! that's impressive, not surprised you're hot  (in a non-lesbian way)
0	Lmao like every 2 days it sucks being African American 
0	Keith is still sleeping.  I'm going to be brave and use the shower so I don't make us late
0	hung out with Kristina today, happy happy. Was sad cause Sonia wasn't feeling well and couldn't come 
1	@fingwindmills Better the chocolate crackers than chocolate bars, eh? Good luck. 
0	Ok...I'm  trying to uplaod a pic on here...why is it not uploading?!??!?!?!?   it must not like me....
0	There are no more good snake in the house! What to do? What to do? 
1	aWwW. dozing off. time to sleep now. gonna pray first. hehe  see ya tomorow! good nyt! ZzZz....
0	Tomorrow will be father's day enjoy being with your family cherish them everyday mine is with God and I miss him very much everyday 
1	@angelicahon enjoy yourday! 
0	Feels like @sanyukumiko is neglecting him. 
1	Wow, I realized, I haven't like ever updated on my twitter. LOL. Epic fail. Soooo . . . I guess I am updating now. I finished my project. 
1	is dizzee rascal on twitter? sum1 help me find him  he is bonkers !
0	@mikefoong Too bad Nambu is not available for any of the windows platforms 
1	Mazda CX-9 Owners...50,000 Mile Reliability Report  http://is.gd/Q20P
0	@msnancygraham most of them had never seen one and were talking in hushed tones of 'vintage' &amp; 'antique'. No horses cocks in this story 
1	Made up that Diversity won last on Britains Got Talent 
0	My B Bear is not himself.  Nothing so sad as a puppy who's down-in-the-dumps...it's probably something he ate.
0	@mrfaudree Sorry it has been a bad day 
0	@ddlovato i tried talking to him but he ignores me...how do i get over him  i love him so much... thank you  x
0	@jfer32075 @Running_Free_ i wish we were going to nashville 
1	@ThomasAndMe thank you ThomasAndMe!  i hope you have a great and safe holiday weekend 
1	@BruceMri Yeah, it feels like a miracle to get a response from the LD sometimes 
1	Wellll so far I've consumed 5 cups of coffee courtesy of reflections hair n spa, and a SF Amp Energy drink courtesy of @thebatmanofrap. 
0	@howlertwit guess you didn't like it then  
0	is not very happy after reading this article: Sickness is profitable.  http://www.technologyreview.com/computing/22852/
0	@alanhouser and yeah, I know that's actually worse since readers no longer can opt out 
1	finally off  wrk! 
0	@RachaelBlevins3 i didn't mean  that text in a bad way 
1	@natarilovesyou lol.  i guess that means you owe me a going away present too?  
0	Being a girl sucks ass sometimes. 
0	Really good concepts at #mozconcept. I *really* love to send something mine, but no time 
0	Bah, now I wish I went to San francisco with Kwame this weekend  miss u baby boiiii x_X
0	@Peppersantblai Yep, Palma has literally disappeared from view from my office window. I hate to say it...but I think it's coming your way 
1	@ShellyBorbon Yeah, Korean is not easy even to me hahaha...lol  I hope you will get married  with ì˜¨ìœ  hehe 
1	Goodnight twitterworld, going to sleep n cuddle with my babe  Have a good nite n be safe!
1	@spsheridan that was honest praise 
0	Happy Father's Day!  My oldest is sick with a fever of 102.  Yay!  It's going to be a good day.  
0	i lost my converse sneakers 
0	Utterly lost without my laptop 
1	figuring out twitter - very confused! and skyping  22 days!
1	@Willie_Day26 yall were were the MAIN reason i came back on twitter so i could follow u guys! a follow wud b so nice!  i sound greedy lol
0	Shit happens  But Why ??? I hate this part of life fuck it all ! i feel so sad but why what do i think and why do i think it ?
0	@tommcfly If you'd be on Minas you'd have some things to do  but left us out!
0	Anyone here? 
1	@thecharmlady lol...looks  like the secret is out of the bag!  
1	What a gorgeous winter morning! Loving the view over the City.. Great start 2 my #GirlieSunday! 
1	will go out  oh yay me http://plurk.com/p/sv9lc
0	sitting at home chillin bored 
1	@misterdevans absolutely agree! We need balanced exper. My goal is 2 not BE negative.Living positive even through the not so great times 
1	is back  http://plurk.com/p/uime5
1	@Caps_Girl Girl, those are bangin' shoes!!!  Work it!
0	Apple just fixed my phone by handing me a new one. Nice! But what happened to phone #1? I had kind of grown attached... 
1	I finally got around to trying on the replica 16th c. Venetian gown I purchased for the vampire ball in New Orleans...and it's GORGEOUS! 
1	wait @EvaFL for a pool-afternoon 
0	@carterbrochill  damn it.
0	SG has just confirmed the 8th case of H1N1.  I feel that I'm having a flu...  
1	Enjoying a night a watchig TV, without taking my sleeping meds. 
0	@ataraxi I'm sorry, but they've been saying that for the last 60-80 years. I don't think you'll witness any chaos 
1	today was &quot;chillig&quot; hahaah 
1	@leaky_tiki I'm fine  Just cleaning up from major thunderstorm last night. No work yet today. How are you?
0	@lahkneekah not yet  have to order it still. haha i suck at ordering stuff online but i'm buying it with a check so i have to mail it.
0	omggggg i fell asleep while on the phone last night, i feel so fucking bad 
1	Awe the new cashcash vid is cute 
1	Came back from the movies 
1	Thanks guys - I'm out! Finally fed. I've damaged one of the muscles in my chest - it'll be a few weeks before I'm all better. No panic 
0	wtf am i doing :/ i keep ruining everything 
1	no beter way to celebrate the last day of spring break then to be swamp at work with stupid people....i am so excited 
0	Going to sleep....last night was horrible!!! I didn't sleep at all 
0	Had to watch the New Moon trailer again.. How am I going to make it through the next 4 months 
0	huhuhu, first period made me sick! 
1	watching the recording with Short Stack on Sunrise 
0	Aw, damn it. Bedtime. I know y'all are gonna miss me somethin fierce, but I gotta go. Sorry. 
1	@TeamUKskyvixen Yes, ma'am! Then the diva MC it is!  How are ya, btw?  Did you get my IM DM..or erm PM DM?
0	Bye phoenix. Loosing 3 hours is gonna be wack  it was worth it though!
1	@dannygokey so will you name your album Stankface? LOL, just kiddin  can't wait for your album!!!
0	not able to open my google account  
0	browsing the internet....can't sleep yet 
1	@nmairead you were incredible last night. Thanks for smiling at me so many times. It made my night. 
1	thank you Sensei - always do your best, NO MATTER WHAT !!!! Have a great weekend everyone - NO MATTER WHAT  Nam Myoho Renge Kyo
1	@malalafelix good; BUT you pay M E 
1	@Cangreja hahha yes, im going home..  whiii
1	http://twitpic.com/6qcs7 - Awwww I got a birthday cookie 
0	i want orange slices 
1	Great tweets to know:  #followfriday @nationwideclass @showpup @estoerimo @hashweb @hashweb @hashweb  awesome tweets
1	@xXdespairXx agree! 
1	@simnor The morning talks were amazing, the afternoon talks weren't so great. Overall, yea I would recommend it! 
0	doesn't understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? 
0	where di all the cool livejournal people go?? i think i lost them all while i was obsessively changing usernames all the time 
0	is impressed with how well the computers behaving...NOT impressed with the lack of response from the dentist 
0	@obricio7 i dont want you to leave the spurs 
0	@RVTLZE sorry, i can't help being boring. 
1	@Amanda_Holden good luck with that 
0	Is off to bed it's already 11.30 &amp; needed to get there sooner! LOL Up again  6.15 
0	I miss my baby   I don't want to be here anymore.
1	why be anything else but happy, i'm happy when i'm not happy 
0	@jordanknight if I knew Jordan I would tell you but I don't know. Sorry 
0	my phone is broken. i cant see anything on my screen. 
1	@jade9298 thanks for feedback! i was going to stop posting them if people weren't taking the opportunity to read them. 
1	I love song 'Before The Storm'. Beatiful lyrics  I'm like every single song reminds me something .
1	@orange24 that's fine unless you don't mind your very white pants have dirt spots 
1	@slavin Remind me not to give you a big fat smooch when I see you later today at the#140conf 
0	@kayleeosaurus Aww  I am spending it fatherless too. I probably won't see mine until wednesday. *hugs* &lt;3
1	intelligent conversations are few and far between. Today had a few. 
1	@Zabreena2006 You've not read Lamb yet? *sigh* Okay, mental note for x-mas present. and yeah the person CLAIMING to be him 
1	@WeTheTRAVIS oh yeah! partay time travis!  us redheads can get downnnn lol  i think i mite be the only brown eyed redhead i'm scared lol
0	@bibs4drips the humidity makes me sicker  so I am sitting here, stuck in front of a fan and a/c is blasting
0	I'm about to sleep twitt, let's start dreaming about.... HIM . god I can't take this anymore, I want the old memories, please  come back.
1	Just finished catching up on Facebook stuff from the last 4 days while i was at my super fun weekend 
1	cut my bangs for myself 
0	Stuck in traffic!!  
1	@JonasBrothers don't charge me for the crime and I'm hooked on paranoid now! 
1	@satphilora Indeed, the alternative is unthinkable 
0	@JeniferChampion I'd rather that then an hours wal home!! it kills me 
1	BGT final tonight! Look out for me haha 
1	@SaraJChipps I've have one little sister already, that enough trouble for me 
0	@peterdonald Good morning. Unfortunately I've got to work at base most of the day. 
0	@local_x_celeb nooooo  ah I'm scared I've had 4 already!
0	Getting ready for church. Still coughing up my lungs for no reason. Looks like I won't be moving as soon as I'd hoped 
0	@buckhollywood you never put a link to my cover in a tweet  If you could that would be great! And thanks sooo much for the comment!
1	@danlev  Must have a damn good shuttle if they come out good 
0	cursing the friend who pitched up at mine at 11pm with alcohol. Have an unshiftable hangover today &amp; the prospect of another on top 
0	@ninjanikkii sweet! Id go on ichat atm, but my parents are watching a movie on the computer  no fun. Maybe later tonight.
0	@Jnicks is it packed? It rained here today  ughhh... but the casino is poppin ; )
1	Wants to go CD shopping ....I want to go Wii game shopping too, but CDs are more important, because I haven't bought one in FOREVER! 
1	@radtke327 nice. i worked for him for a few years right after he sold EGM. very interesting guy. interpret &quot;interesting&quot; as you will. 
0	heyyy I feel lonely all of a sudden! &amp; yu know what... I don't like it. 
1	@LauraNardella lela wohoooo i won i won yes for me man i beat him do u no how happy it makes me lol thort i should share my joy with you 
0	has WAY to much to do and not enough time to do it in 
1	@Vikingfist Cool, done! Let's see if it functions properly now   #twitterfail
1	mr 3oh5 is always on the radio  ill never forget he was the reason why i first used a fake id &lt;3 being twenty one was so legit.
1	Thankyou to all my latest followers the last few days 
1	hello tweets! im new here 
1	I'm watching our women basketball team...Yeah...I'm with u girls :* 
0	Sitting at home by my self  nothing to do
0	At school working on a french slideshow 
1	@KyNamDoan Thanks and #followfriday 
0	I'm losing him.  I don't wanna. I'm losing her.  I don't wanna.  I'm losing myself. &quot;cry your little eyes out you whore.&quot; &quot;Ok.&quot;
0	Morning twitargh...I'm still not well but I'm facing work. My ear keeps popping also 
0	@TonyTescadero damn that's all bad! They could've saved u a plate! 
0	has an even fatter thumb today. 
1	@bungeespin Miss the opening goal. Just came home to watch the game 
0	I dont get this 
0	if it wasnt raining i'd be having a picnic with billy bear sarnies BAD TIMES 
0	@Ninjabear22 Don't stop. Really. It's hard to get back into the swing of things. I can't sing anymore, because I stopped for a while. 
1	@mikesawriter Nice!  I'll have a cappuccino please.    Enjoy!
1	@Jonasbrothers I DEFFF can't wait to see it! 
1	@_Oodledoodle s'all good we want ahealthy sized group goin with us 
1	@jack : at least it's intently 
0	RPATTZ GOT HIT BY A TAXI WHILE ESCAPING FROM FANS.   wow. his fans almost killed him. BUT KILLED HIM WITH LOVE.
0	woke up far too late today 
1	@daagaak very true  but have you tried finding a Cocoa book that goes deep into any topics, it's the only one I have found 
0	I have the worst taste in the back of my throat 
0	Today we had schedule to watch &quot;Dance Flick&quot; since your an hour from home still in the hospital, I have to watch it alone 
0	I don't know what happened but all my songs r deleted from my iPhone  saddnessssssss
1	@izenme Oke, thanks for letting me know 
1	@I_am_Heather I would concur on the &quot;pretty cool&quot; conclusion, yes.... 
0	@isewcute yummy!!  but sorry, no idea about packaging 
1	Woohoo auto hide of the dock for the win! Now I can play WoW and twitter without opening something else by accident! 
0	argh, had this cold all week, now i feel sick as well and cant stop sneezing.  Stupid malware inside me 
1	@RandynAverysMom Set my DVR. 
1	@Marvel great morning!! 
0	@Therealkeenan arrhh!! really, aww i want it so bad  lol
1	@Raisinlike  ahahahah yeah...The  horror 
1	@JustinCouturier I want to see it sooo bad 
1	@EcoDiva Thanks 4 the FS! 
0	Rainy Tuesday and back to work later 
1	@Jonasbrothers Hey guys! I can't believe that you are coming to Peru.. Good look during your trip. I'm waiting here 
0	@kellypxox Yep!!  When i first found out i was horrified. Do you dislike any of Nick's past girlfriends??
0	@OhhaiJess Yeah totally depressed... Whataburger 
0	It is rainning again. 
0	No joey as a bus budy 
0	no no no no no i shud be asleep  i dnt have 2 b awake till 10:30 but thats only 6 hours away... itl have 2 do i supose 
1	is off to sleep. sweet dreams. 
0	@timgabaree I need plan B that didnt work 
1	@Mia_R howdy there! 
1	@GameShopSE I'm so entering your competition. Highly anticipated movie 
0	Todays forecast: feeling like a cold turd. I need some serious something to keep me up and active. 
1	@Rogues_Gallery awh thanks for the follow friday 
1	@PawsibleMktg Thanks for posting the Take Your Dog info. I passed it along to my retailer networking group. 
0	@BryEaston DUDE ME TOO 
1	I like to speak spanish but I don't know a lot even though I've been taking the class for a few years  ?Hablas Espanol o Ingles?
0	@PTthe13 pk? 
0	@deafmom sounds like something I would've done when I was 16.  
1	@joswifey YEAH! I got my passport and everything is ready!! 
0	Has to go back to work today 
1	All done!!!!SUMMER TIME wahooooooo 
1	http://twitpic.com/6pcxy - My baby cousin 
0	Just now getting the ESC podcasts done, I'm slackin' off  #elementsc
1	@Donnette i know... that was like me when the twithug got jammed..any other apps you can use ? 
1	@DaleChumbley I donï¿½t even dare touching this subject until I got my hand firm in operating systemï¿½s rendering engine 
0	@TheExtravagate btw u went offline on msn 
1	Tonto and wera.. luv u both.. u really make me happy!! 
0	IM READY FOR MORE FOLLOWERS!!  Why I dont get Follow Friday shout outs ..
0	@icedcoffee they end up back as read only ... and still the error persists. I cant add anything to the library now   so cant update my ...
0	everyone said the da vinci code sucks ass = \.
1	@xLiLShanx hey good lookin 
1	@JennMorales there was a summer remix cd, a Daily Candy booklet, nailpolish, hairpins, a pen, and a photograph with a note behind it 
0	@jordanknight hello jordan!lost my internet so i thought i would come say hi.where r u n jon at?i keep missin the knight tweets!!!  
1	Yes.  i'm so nervous already. Haha
1	@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party 
0	I'm so upset... I shouldn't be doing this... McDonald's Late Night Menu 
1	im following minho and hyunjoong!  even though i don't understand... FUCK CARES!
0	oh...long time no twitting xD ...but really...i have to stop 
1	@fitprosarah Hey we all have embarrassing moments. Lol that's life and some of us live lots of it- weird moments of it. 
1	OMG, I jus did my baby registry and I'm so bucked up 
0	This seems to be the weekend for sore and injured backs and necks amongst the folks I follow. 
1	@Sweetascouk Hi there 
0	@MsKellyKing How was your event? I hate I missed it. Thursday was crazy. 
1	is glad Ms Frances has finally succumb and is now on Twitter - Welcome 
1	@arCtyC apparently the game is 10x's better.. 
1	Pinkpop time  This weekend will be one of the greatest!!
1	did some shopping for our upcoming vacation to Disney 
1	Joyed to be the annoying dude rapping along loudly with every blackstar lyric 
1	@harrywilly Hi Harry!  I tried to reply to your DM but you're not following.  Thanks again for the spelling correction.  
0	From megan, sorry 
0	The reason you comment your code instead of up put a reference to a wiki page.... wiki page may go away   Fail...
1	Birmingham don't want me to leave lol ha ha, everywhere I go Bham will be there will be with 1 way or another! 
1	enjoying the incredible weather in Skien! 26 C and clear blue sky 
0	Abortion activist Dr. George Tiller shot to death in church.   http://bit.ly/vj1OT (via @MarcusCarab, @jointheimpact)
0	@Kaitlyn_Ray i'm really sorry  
1	I am up wayyy to early!!! At least i get to be away from the chaos at the house 
1	Walked down to the Four Square in one degree weather to get my Creme  It was... refreshing!! But definitely worth it 
0	@vondaskelton Boo HOO!  Wish I WERE there!   Maybe next time!  Have a fantastic week Vonda!
0	@CheapBeach I'm getting a 404 error on your blog 
0	i dont wanna go to school tomorrow .. i want to stay home forever  and never have to go to that repulsive place again 
0	@ToesandThings olive treeeeee!!!!!  http://myloc.me/2kVj
0	i have no school yet im up to go to work for an hour. FML. more shots later today 
0	@goaliemom31 well there goes my chance of buying a ticket at a reasonable price 
1	@JohnHays Yup! In honor of you 
0	@TopGearNut Ouch 
1	@taurustippy Do you have the books? Hehe. 
0	stuck it out for relay for life as long as I could, sad to be missing out thoug 
1	Ready to settle down and watch a movie. 
1	I've just watched Glee! Can't wait for the season to start 
0	Still feeling not good,but it doesn't stop me 2 watch manohara on tv one..;p ooh malaysians pls be REAL this time, will ya?! Shame on u.. 
0	@shari dashing my hopes and dreams, you are. 
0	@DDubsTweetheart LOOOOVEEEEE!  I miss you!  I see you now. 
0	had a headache and medicine is not working 
1	@tommcfly Erm norway we can 5th Though 
1	Is just about to go lakeside  x
1	at the theatre with mom and sis. Watching: &quot;Russian State Ballet&quot; 
0	@BritNicolePhoto your flash website doesn't work on Firefox 
0	SO ready to retire. And my mommy isn't liking the Bell Jar  sad.
1	@srk_SaY13 nuthangmy teeth hurt i guess i should throw this gum away...chewing gum 
0	Did anyone have issues with their 360 ghostbusters flight suit code not working?  #xbox #ghostbusters
0	playing the annual golf tournament with my investment community in the nordic region, n it is raining today 
0	@curlsoutloud I'm only here till Monday, then I fly out to Europe with Evan 
1	Romanian Govt finally takes a good step: guarantees for up to 60 k eur to support construction sector. Which bank(s) will get the deal? 
1	@cv31 thanks for the insight on the game! Looking forward to the next game 
1	resting my voice! Performing TONIGHT EVERYONE! 9:30 @ Sheffer School. 'The Climb' &amp; '538 Stars' Hope to see you there 
1	HE SAID IT  HE ACTUALLY SAID IT and I think I'm gonna cry now. &lt;3
1	@NLS_yt Awww really?  Thanks!
1	My letter to the editor was printed @blackenterprise. Nice start to a Monday morning 
1	@hannah100877 really?? Congrats!!! I want details 
1	@dianecb did it work out now?else you could try the 100% workable solution by buying it directly at o2 shops... 
1	@thegoodhuman And Gallina Canyon is nice, too. ;) 
1	@mr_nil result! My better half doesn't mind Wolverine just so she gets to watch hugh jackman. I get the action flick, everybody wins 
1	happy i got free in n out just for forgettin my wallet 
0	@CarlyRush a mile and a half from my house. 
0	an hour early just to make it to my class at 9:30. 
0	This more than makes up for the vacation I won't be able to take with my fam, because now I have to pay for my own 
1	@GrumpyTea I have to run to the post office quick. i wont be long. just let me know whenever u r ready! 
1	My mom liked her mothers day gift. SUCCESS! 
1	http://twitpic.com/6qmxp - Ended up inflating last night. Luckily he's still standing. 
1	@xosweetgirl18ox Hi, I'm FoxySmile in Danny's IDF thread  Nice to meet you!
1	@DKA34 Damon welcome to twitter Nation!  
1	@HwoodTansMDR I always leave a mark  thank you for your hospitality, smiles and great choice in music. You rule!
0	Watching F1 Race Trulli's already out 
0	although old women smoking is quite sad. they'll probably have higher risk of getting cancer  smoking is not cool if you're an old woman.
1	http://bit.ly/BTiAg  thatÂ´s so sweet I think 
0	@lynzelectric i'm so blank to reply the &quot;sexy kleevhage&quot; dude  helipppppp hahahahaaa
1	@brianhthomas I hope he's in Texas cause I'm addin' him to the list  thank you
1	Gotta get in gear. Shower time, dishes, company coming to make me dinner.  Why do my Sundays always start so late?
0	wooo slacked till 1130 not scolded! miss the guy whom i saw on train  i dont want to like _   how! i want to go shopping  imisshim..
0	there's so much music i want 
1	@TEDchris Still, it's the people and the content that made it a great event. I was only the messenger 
1	@jamieperlman Hi Jamie! I have a new social media project I'd like you to help me with costs for - I shall send you an email shortly 
1	@sparksthetoby Hey Toby we miss you in France, hope we shall see you again very soon ! Love you   you ROCK guys !
1	@JinxCat lol. Well so long as you are having fun. 
0	I seems to b missing out of fun.  frds r out 4 dinner while am hm counting sheeps.
1	is reading the Christian book &quot;From Darkness to Light&quot; by Jeff Harshbarger and has four other books on the go... good reading 
1	* Let's recap: woke.cleaned.rained on.out with favoritess.movie.shows.twit-attacked ( ppl tke my tweet serious).laughs.funk.home. SLEEP 
0	me want my bed! 
0	So I was moved out of my apt and all my belongings moved into a new place that wont be ready until Thursday, so Im homeless until then!  
0	@LeCapitainesexy me too! 
0	On my way to shool 
0	Danm, I never even had a chance to get and buy stuff with BF(Battlefunds). 
1	Still working... But only for 45 min more... then off to Stockholm... To meet an old friend 
1	Going to do a little shoppin' for tomorrow 
0	Ugh. have to go to the airport at 12 
1	@DtheArtist *dut tapes yo mouth* nu uh, not a peep from u mister!  lol
1	@mrdatahs put this on them  http://is.gd/PYkA
1	@reluctantveggie Are you getting married, is it your anniversary? What's with all the happy marriage quotes?  Marriage is so over rated.  
1	Good night, all. Early bedtime, for me. Tweetcha tomorrow! 
0	Amazing! My iPhone was fixed in Softbank store by hard-reboot but dead/black screen situation was scary!! Phone rang and no way to answer 
0	so warm. and yet soo sick 
1	work then partyyyyy 
0	still sad bout the lakers loss ..... 
0	@skanwar =0 starbucks shut down on marham and 14th 
1	@garyshort Yup: thanks for sending me a link earlier in the year! Now I must remember to pass it on to the rest of our dev team 
0	@blondephoto ended up being a busy family weekend.  e-shoot on saturday early evening.  pulled up carpet on sunday due to cat urine 
